name	country	type	coverage	url	catalogue_contact
Singular Bank (SelfBank)	ES	Bank	UCITS ETFs / ETCs	https://www.selfbank.es/	informacion@selfbank.es
ActivoTrade	ES	Broker	UCITS ETFs / ETCs	https://activotrade.com/cuentas/	
Banco Santander	ES	Bank	UCITS ETFs / ETCs	https://www.bancosantander.es/particulares/ahorro-inversion/bolsa-inversion	
ING Broker NARANJA	ES	Bank	Global ETFs / ETPs	https://www.ing.es/broker	
Banco Sabadell	ES	Bank	Global ETFs / ETPs	https://www.bancsabadell.com/bsnacional/es/particulares/inversion/bolsa-y-mercados/	
Kutxabank	ES	Bank	UCITS ETFs / ETCs	https://portal.kutxabank.es/cs/Satellite/kb/es/particulares/productos/bolsa	
Ibercaja	ES	Bank	UCITS ETFs / ETCs	https://www.ibercaja.es/particulares/ahorro-inversion/valores/	
Unicaja	ES	Bank	UCITS ETFs / ETCs	https://www.unicajabanco.es/es/particulares/ahorro-e-inversion/unicaja-broker	
Banco Best	PT	Bank	UCITS ETFs / ETCs	https://www2.bancobest.pt/	
Banco Invest	PT	Bank	UCITS ETFs / ETCs	https://www.bancoinvest.pt/abertura-de-conta	https://www.bancoinvest.pt/informacao/contactos
ActivoBank	PT	Bank	UCITS ETFs / ETCs	https://www.activobank.pt/bolsa	https://www.activobank.pt/contactos
Millennium BCP	PT	Bank	UCITS ETFs / ETCs	https://www.millenniumbcp.pt/investimentos	
GoBulling (Banco Carregosa)	PT	Bank	UCITS ETFs / ETCs	https://www.bancocarregosa.com/pt/plataformas-negociacao-gobulling/	
Banco BiG	PT	Bank	Global ETFs / ETPs	https://www.big.pt/AbrirConta/AberturaDeContas	
BPI Broker	PT	Bank	Global ETFs / ETPs	https://www.bancobpi.pt/particulares/servicos-24-7/apps/app-bpi-broker	https://www.bancobpi.pt/particulares/contactos-bpi
Bankinter Broker	PT	Bank	UCITS ETFs / ETCs	https://www.bankinter.pt/investimentos/bankinter-broker	
Santander ONeBroker	PT	Bank	Global ETFs / ETPs	https://www.santander.pt/onebroker	apoiobrokeronline@santander.pt
novobanco Trading Pro	PT	Bank	Global ETFs / ETPs	https://www.novobanco.pt/particulares/investimento/plataforma-de-trading	https://www.novobanco.pt/ajuda-contactos
Caixa Geral de Depósitos	PT	Bank	UCITS ETFs / ETCs	https://www.cgd.pt/Particulares/Poupanca-Investimento/Intermediacao-Financeira/Pages/Bolsa-e-Mercados.aspx	https://www.cgd.pt/Ajuda/Contactos/Pages/Contactos.aspx
Eurobank Equities	GR	Broker	UCITS ETFs / ETCs	https://www.eurobankequities.gr/en/individual-investors	info@eurobankequities.gr
Alpha Finance	GR	Broker	UCITS ETFs / ETCs	https://www.alphafinance.gr/en/services	
Piraeus Securities	GR	Broker	UCITS ETFs / ETCs	https://www.piraeus-sec.gr/el/idiwtes	
National Securities (NBG)	GR	Broker	UCITS ETFs / ETCs	https://www.nbgsecurities.com	
Euroxx Securities	GR	Broker	Global ETFs / ETPs	https://www.euroxx.gr/en/home	
BETA Securities	GR	Broker	Global ETFs / ETPs	https://betasecurities.com/online-trading-beta/	info@beta.gr
Saxo Bank	DK	Bank	Global ETFs / ETPs	https://www.home.saxo/	https://www.home.saxo/contact-us
Danske Bank	DK	Bank	UCITS ETFs / ETCs	https://danskebank.dk/privat/produkter/investering/online-investering	
Jyske Bank	DK	Bank	UCITS ETFs / ETCs	https://www.jyskebank.dk/investering	
Sydbank	DK	Bank	UCITS ETFs / ETCs	https://www.sydbank.dk/privat/produkter/investering	
Lunar Invest	DK	Neobroker	UCITS ETFs / ETCs	https://www.lunar.app/dk/privat/invest	https://www.lunar.app/dk/privat/kontakt
Nykredit	DK	Bank	UCITS ETFs / ETCs	https://www.nykredit.dk/dit-liv/formue/investering/	
Nordea Danmark	DK	Bank	Global ETFs / ETPs	https://www.nordea.dk/privat/produkter/investering/	https://www.nordea.dk/privat/kontakt-os.html
Spar Nord	DK	Bank	UCITS ETFs / ETCs	https://www.sparnord.dk/dit-liv/formue/investering/investeringsstrategi/du-investerer-selv/	
Nordnet	SE	Broker	UCITS ETFs / ETCs	https://www.nordnet.se/kom-igang	
Avanza	SE	Broker	UCITS ETFs / ETCs	https://www.avanza.se/bli-kund.html	
SEB	SE	Bank	UCITS ETFs / ETCs	https://seb.se/privat/spara-och-investera/aktier-och-vardepapper/handla-med-aktier	
Swedbank	SE	Bank	UCITS ETFs / ETCs	https://www.swedbank.se/privat/spara-och-placera/investeringssparkonto.html	https://www.swedbank.se/om-oss/kontakta-oss/kontor.html
Handelsbanken	SE	Bank	UCITS ETFs / ETCs	https://www.handelsbanken.se/sv/privat/spara/aktier-och-andra-vardepapper	
Länsförsäkringar	SE	Bank	UCITS ETFs / ETCs	https://www.lansforsakringar.se/privat/bank/spara/alla-konton-for-sparande/aktiedepa/	
Levler	SE	Neobroker	UCITS ETFs / ETCs	https://levler.se/	hello@levler.se
Montrose Bank	SE	Bank	UCITS ETFs / ETCs	https://www.montrose.io/	info@montrose.io
Nordea Sverige	SE	Bank	Global ETFs / ETPs	https://www.nordea.se/privat/produkter/spara-investera/investeringssparkonto.html	https://www.nordea.se/privat/produkter/spara-investera/fonder/kontakt-radgivning-modal.html
SAVR	SE	Neobroker	UCITS ETFs / ETCs	https://savr.com/sv/etf	info@savr.com
DNB	NO	Bank	UCITS ETFs / ETCs	https://www.dnb.no/markets/aksjer/aksjehandel-privat	irt@dnb.no
Pareto Securities	NO	Broker	UCITS ETFs / ETCs	https://paretosec.no/bli-kunde	clientservice.no@paretosec.com
SpareBank 1	NO	Bank	UCITS ETFs / ETCs	https://www.sparebank1.no/nb/bank/privat/sparing/investering/aksjehandel.html	
Nordea Norge	NO	Bank	Global ETFs / ETPs	https://www.nordea.no/privat/vare-produkter/sparing-og-investering/aksjer/aksjesparekonto.html	https://www.nordea.no/privat/vare-produkter/nettbank-og-mobilbank/kontakt-og-meldinger.html
Norne Securities	NO	Broker	UCITS ETFs / ETCs	https://norne.no/aksjehandel/	https://norne.no/kontakt-oss/
OP Ryhmä	FI	Bank	UCITS ETFs / ETCs	https://www.op.fi/henkiloasiakkaat/saastot-ja-sijoitukset/osakesijoitukset/arvo-osuustili	
S-Pankki	FI	Bank	UCITS ETFs / ETCs	https://www.s-pankki.fi/fi/saastaminen-ja-sijoittaminen/	
Mandatum Trader	FI	Bank	UCITS ETFs / ETCs	https://www.mandatumtrader.fi/onboarding/one/	
Aktia	FI	Bank	UCITS ETFs / ETCs	https://www.aktia.fi/fi/osakesijoitukset	
Nordea	FI	Bank	Global ETFs / ETPs	https://www.nordea.fi/henkiloasiakkaat/palvelumme/saastaminen-sijoittaminen/sijoittaminen/osakesaastotili.html	
Arion banki	IS	Bank	Local-market ETFs	https://www.arionbanki.is/einstaklingar/sparnadur/verdbref-einstaklingar	arionbanki@arionbanki.is
Landsbankinn	IS	Bank	Local-market ETFs	https://www.landsbankinn.is/verdbrefavidskipti-a-netinu	landsbankinn@landsbankinn.is
XTB	PL	Broker	UCITS ETFs / ETCs	https://www.xtb.com/pl	
Bossa	PL	Broker	UCITS ETFs / ETCs	https://bossa.pl/oferta/otwarcie-rachunku	makler@bossa.pl
mBank eMakler	PL	Bank	UCITS ETFs / ETCs	https://www.mbank.pl/indywidualny/inwestycje-i-oszczednosci/gielda/emakler/	
Erste Biuro Maklerskie	PL	Bank	UCITS ETFs / ETCs	https://www.erste.pl/inwestor/oferta	bm.inwestor@erste.pl
PKO BP Supermakler	PL	Bank	UCITS ETFs / ETCs	https://www.bm.pkobp.pl/oferta/rachunek-inwestycyjny	
Pekao Biuro Maklerskie	PL	Bank	UCITS ETFs / ETCs	https://www.pekao.com.pl/biuro-maklerskie/nowy-klient/rachunek-inwestycyjny-w-bm-pekao.html	https://www.pekao.com.pl/biuro-maklerskie/kontakt.html
Noble Securities	PL	Broker	UCITS ETFs / ETCs	https://noblesecurities.pl/dom-maklerski/rachunek-maklerski/zaloz-rachunek-on-line	
Alior Bank Biuro Maklerskie	PL	Bank	UCITS ETFs / ETCs	https://www.aliorbank.pl/biuro-maklerskie/gielda/rachunek-brokerski.html	https://www.aliorbank.pl/dodatkowe-informacje/o-banku/kontakt-dla-mediow.html
ING Biuro Maklerskie	PL	Bank	Local-market ETFs	https://www.ing.pl/indywidualni/inwestycje-i-oszczednosci/konto-maklerskie	https://www.ing.pl/pomoc-i-kontakt
BNP Paribas Biuro Maklerskie	PL	Bank	Global ETFs / ETPs	https://www.bnpparibas.pl/biuro-maklerskie/rachunek-maklerski	https://www.bnpparibas.pl/kontakt/formularz-umawiania-wizyt-w-oddziale-konto?previewToken=DvQ2vvHYZyqOmhcFy49scHtZ8osIlF&amp;meetingSubject=APPT_GOONE_ODD_MEET_KONTOOTW&amp;dpcProcessId=link_15
Trigon Dom Maklerski	PL	Broker	Local-market ETFs	https://www.trigon.pl/dom-maklerski/zaloz-rachunek	bok@trigon.pl
Millennium Biuro Maklerskie	PL	Bank	UCITS ETFs / ETCs	https://www.millenniumbm.pl/rachunki-maklerskie/rachunek-indywidualny	https://www.millenniumbm.pl/kontakt
Citi Handlowy Dom Maklerski	PL	Bank	Global ETFs / ETPs	https://www.citibank.pl/biuro-maklerskie/	https://www.citibank.pl/kontakt/
IPOPEMA Securities	PL	Broker	UCITS ETFs / ETCs	https://www.ipopema.pl/	
Fio banka e-Broker	CZ	Bank	UCITS ETFs / ETCs	https://www.fio.cz/akcie-investice/e-broker	https://www.fio.cz/kontakty
Patria Finance	CZ	Broker	UCITS ETFs / ETCs	https://finance.patria.cz/otevrit-ucet	patria@patria.cz
Česká spořitelna	CZ	Bank	Global ETFs / ETPs	https://www.csas.cz/cs/osobni-finance/investovani	
Komerční banka	CZ	Bank	UCITS ETFs / ETCs	https://www.kb.cz/cs/obcane/investice	https://www.kb.cz/cs/o-bance/kontakty
ČSOB	CZ	Bank	UCITS ETFs / ETCs	https://www.csob.cz/lide/investicni-produkty/investovani-s-patria-finance	
Wood & Company	CZ	Broker	Global ETFs / ETPs	https://wood.cz/	info@wood.cz
Cyrrus	CZ	Broker	UCITS ETFs / ETCs	https://cyrrus.cz/	
Raiffeisenbank ČR	CZ	Bank	UCITS ETFs / ETCs	https://www.rb.cz/osobni/zhodnoceni-uspor/investice	https://www.rb.cz/informacni-servis/platebni-styk/tuzemske-platby/platba-na-kontakt
Slovenská sporiteľňa	SK	Bank	UCITS ETFs / ETCs	https://www.slsp.sk/sk/ludia/investovanie	
Tatra banka	SK	Bank	UCITS ETFs / ETCs	https://www.tatrabanka.sk/sk/personal/sporenie-investovanie/investq/	
VÚB banka	SK	Bank	UCITS ETFs / ETCs	https://www.vub.sk/ludia/investovanie.html	
ČSOB Slovensko	SK	Bank	UCITS ETFs / ETCs	https://www.csob.sk/cenne-papiere	https://www.csob.sk/bezkontaktne-platby
Erste Befektetési	HU	Broker	UCITS ETFs / ETCs	https://www.erstemarket.hu/	info@ersteinvestment.hu
OTP SingleMarket	HU	Bank	UCITS ETFs / ETCs	https://www.otpbank.hu/portal/hu/ertekpapirszamla	
K&H Értékpapír	HU	Broker	Global ETFs / ETPs	https://www.khertekpapir.hu	
Concorde	HU	Broker	UCITS ETFs / ETCs	https://www.con.hu/onlineszamlanyitas/	
Equilor	HU	Broker	UCITS ETFs / ETCs	https://www.equilor.hu/szamlanyitasi-informacio	equilor@equilor.hu
MBH Befektetési Bank	HU	Bank	Global ETFs / ETPs	https://www.mbhbefektetesibank.hu/osszevont-ertekpapir-es-ugyfelszamla	kozpont@mbhbank.hu
Raiffeisen Online Befektetés	HU	Bank	Global ETFs / ETPs	https://www.raiffeisen.hu/maganszemely/elektronikus-szolgaltatas/online-broker	
CIB eBroker	HU	Bank	Global ETFs / ETPs	https://www.cib.hu/Maganszemelyek/digitalis_bank/eBroker.html	
BT Trade (Banca Transilvania)	RO	Bank	UCITS ETFs / ETCs	https://www.bancatransilvania.ro/economii-si-investitii/investitii/investitii-la-bursa	
Tradeville	RO	Broker	UCITS ETFs / ETCs	https://tradeville.ro/	
Goldring	RO	Broker	Local-market ETFs	https://www.goldring.ro/	https://www.goldring.ro/ro/contact
BRK Financial Group	RO	Broker	Global ETFs / ETPs	https://my.brk.ro	
Swiss Capital	RO	Broker	Global ETFs / ETPs	https://swisscapital.ro/ro/	
Prime Transaction	RO	Broker	Local-market ETFs	https://www.primet.ro/cont-online	
BCR Broker	RO	Bank	Global ETFs / ETPs	https://www.bcr.ro/ro/persoane-fizice/economisire-si-investire/investitii/bcr-broker	contact.center@bcr.ro
Elana Trading	BG	Broker	UCITS ETFs / ETCs	https://www.elana.net/en	https://www.elana.net/en/contacts
Karoll	BG	Broker	UCITS ETFs / ETCs	https://www.karollbroker.bg/en/	https://www.karollbroker.bg/en/contacts
BenchMark Finance	BG	Broker	UCITS ETFs / ETCs	https://www.benchmark.bg/real_account.php	
EuroFinance	BG	Broker	UCITS ETFs / ETCs	https://eurofinance.bg/	office@eurofinance.bg
Trading 212 Ltd	BG	Neobroker	UCITS ETFs / ETCs	https://www.trading212.com/	
InterCapital	HR	Broker	UCITS ETFs / ETCs	https://inter.capital/	brokeri@intercapital.hr
Zagrebačka banka	HR	Bank	Local-market ETFs	https://www.zaba.hr/home/brokerske-usluge	brokeri@unicreditgroup.zaba.hr
Agram Brokeri	HR	Broker	Local-market ETFs	https://www.agram-brokeri.hr/	info@agram-brokeri.hr
Erste Bank Croatia	HR	Bank	Global ETFs / ETPs	https://www.erstebank.hr/hr/gradjanstvo/ulaganje	
FIMA Vrijednosnice	HR	Broker	Global ETFs / ETPs	https://fima-vrijednosnice.hr/en/trading-on-foreign-exchanges/	https://fima-vrijednosnice.hr/en/contacts/
NLB Banka / NLB Trading	SI	Bank	Global ETFs / ETPs	https://www.nlb.si/osebno/varcevanja-in-nalozbe/trgovalni-racun	https://www.nlb.si/osebno/kontakt
Ilirika	SI	Broker	UCITS ETFs / ETCs	https://www.ilirika.si/sl-si/odpri-trgovalni-racun/	
Optimtrader	SI	Broker	Global ETFs / ETPs	https://optimtrader.com/	https://optimtrader.com/kontakt/
BKS Bank Slovenia	SI	Bank	UCITS ETFs / ETCs	https://www.bksbank.si/fizicne-osebe/financni-instrumenti/inr-racun	
TradeWin24	RS	Broker	Global ETFs / ETPs	https://www.tradewin24.com/	office@tradewin24.com
ILIRIKA Investments	RS	Broker	Global ETFs / ETPs	https://ilirika.rs/berzansko-posredovanje/	
Advantis Broker	BA	Broker	Global ETFs / ETPs	https://advantisbroker.com/	info@advantisbroker.com
CKB Bank	ME	Bank	Global ETFs / ETPs	https://www.ckb.me	https://www.ckb.me/opste/kontaktiraj-sa-nama.613.html
Universal Capital Bank	ME	Bank	Global ETFs / ETPs	https://ucbank.me/en/investment-banking/brokerage-services	brokeri@ucbank.me
LHV Pank	EE	Bank	UCITS ETFs / ETCs	https://www.lhv.ee/et/vaartpaberikonto	maaklerid@lhv.ee
Luminor Investor	EE	Bank	UCITS ETFs / ETCs	https://luminor.ee/	
Lightyear Europe	EE	Neobroker	UCITS ETFs / ETCs	https://lightyear.com/en-eu	
Plus500 Estonia	EE	Broker	Global ETFs / ETPs	https://www.plus500.com/	
Swedbank Baltics	LV	Bank	UCITS ETFs / ETCs	https://www.swedbank.lv/private/investor/portfolio/investmentAccount	info@swedbank.lv
Citadele C Trade	LV	Bank	UCITS ETFs / ETCs	https://www.citadele.lv/lv/private/c-trade/	https://www.citadele.lv/lv/useful/mobile-app/
BluOr Bank	LV	Bank	Global ETFs / ETPs	https://bluorbank.lv/en/brokerage-services	info@bluorbank.lv
SEB Baltics	LT	Bank	UCITS ETFs / ETCs	https://www.seb.lt/privatiems/taupymas-ir-investavimas/investavimas/vertybiniu-popieriu-saskaita	https://www.seb.lt/kontaktai
Artea Bank	LT	Bank	Global ETFs / ETPs	https://www.artea.lt/lt/privatiems/taupymas-investavimas/apie-investavima/investicine-saskaita	
Revolut Securities Europe	LT	Neobroker	UCITS ETFs / ETCs	https://www.revolut.com/stocks/	
Robinhood Europe	LT	Neobroker	US ETFs / ETNs	https://robinhood.com/eu/en/	
Admirals	CY	Broker	Global ETFs / ETPs	https://admiralmarkets.com/	info@admiralmarkets.com
CISCO	CY	Broker	Global ETFs / ETPs	https://cisco-online.com.cy/	
Bank of Cyprus	CY	Bank	Global ETFs / ETPs	https://www.bankofcyprus.com/en-gb/Personal/investments/markets-hedging/personal-equites-and-funds/	https://www.bankofcyprus.com/en-gb/contact_us/
Freedom24	CY	Broker	Global ETFs / ETPs	https://freedom24.com/	
Swissquote Capital Markets	CY	Broker	Global ETFs / ETPs	https://www.swissquote.com/	
Plus500 Cyprus	CY	Broker	Global ETFs / ETPs	https://www.plus500.com/	
Trading 212 Markets	CY	Neobroker	UCITS ETFs / ETCs	https://www.trading212.com/	
Plum Money CY	CY	Neobroker	UCITS ETFs / ETCs	https://withplum.com/	
XTB Cyprus	CY	Broker	UCITS ETFs / ETCs	https://www.xtb.com/cy	
Moneybase	MT	Neobroker	Global ETFs / ETPs	https://moneybase.com/invest	
MeDirect Bank Malta	MT	Bank	UCITS ETFs / ETCs	https://www.medirect.com.mt/invest/	customerservice@medirect.com.mt
Exante	MT	Broker	Global ETFs / ETPs	https://exante.eu/individual-investors/	support@exante.eu
Swissquote Financial Services	MT	Broker	Global ETFs / ETPs	https://www.swissquote.com/	
Sarwa	AE	Neobroker	US ETFs / ETNs	https://www.sarwa.co/en	
Swissquote MEA	AE	Bank	Global ETFs / ETPs	https://www.swissquote.com/	
Plus500 Dubai	AE	Broker	Global ETFs / ETPs	https://www.plus500.com/	
Plus500 Gulf	AE	Broker	Global ETFs / ETPs	https://www.plus500.com/	
XTB MENA	AE	Broker	UCITS ETFs / ETCs	https://www.xtb.com/ae-en	
Baraka	AE	Neobroker	US ETFs / ETNs	https://getbaraka.com/	
Emirates NBD Securities	AE	Bank	Local + US ETFs	https://www.emiratesnbdsecurities.com/en/apply-now	
ADCB Securities	AE	Bank	Local-market ETFs	https://www.adcbsecurities.com/en/	
FAB Securities	AE	Bank	Local-market ETFs	https://www.bankfab.com/en-ae/subsidiaries/fab-securities	
Century Financial	AE	Broker	Global ETFs / ETPs	https://www.century.ae/	info@century.ae
Wio Invest	AE	Bank	Global ETFs / ETPs	https://wioinvest.io	
Mashreq US Stocks & ETFs	AE	Bank	US ETFs / ETNs	https://www.mashreq.com/en/uae/neo/investments/investments-us-stocks-etf/	investorrelations@mashreq.com
Al Ramz Capital	AE	Broker	Local-market ETFs	https://www.alramz.ae/our-platform	https://www.alramz.ae/index.php/contact-us
International Securities	AE	Broker	Global ETFs / ETPs	https://www.intlsecurities.ae/account-opening.aspx	info@intlsecurities.ae
BHM Capital	AE	Broker	Local-market ETFs	https://www.bhmuae.ae/	https://www.bhmuae.ae/contact-us/
HSBC WorldTrader UAE	AE	Bank	Global ETFs / ETPs	https://www.hsbc.ae/investments/products/worldtrader/	
CBD Self Investr	AE	Bank	US ETFs / ETNs	https://www.cbd.ae/cbdinvestr/self-investors.html	
Derayah Financial	SA	Broker	Local + US ETFs	https://online.derayah.com/account/Register	
SNB Capital	SA	Bank	Local-market ETFs	https://www.alahlitadawul.com/	
Al Rajhi Capital	SA	Bank	Local-market ETFs	https://www.alrajhi-capital.sa/	customerservice@alrajhi-capital.sa
Riyad Capital	SA	Bank	Local-market ETFs	https://www.riyadcapital.com/information/special-pages/online-investment-account-opening	ask@riyadcapital.com
Sahm Capital	SA	Neobroker	Local + US ETFs	https://play.google.com/store/apps/details?id=com.vcfc.alsahm	
Alinma Investment	SA	Broker	Local-market ETFs	https://alinmacapital.com/	info@alinmacapital.com
SAB Invest	SA	Bank	Local-market ETFs	https://www.sabinvest.com/en/sab-invest	https://www.sabinvest.com/en/contact-us
ANB Capital	SA	Bank	Global ETFs / ETPs	https://anbcapital.com.sa/	https://anbcapital.com.sa/web/anbcapital/contact-us
Aljazira Capital	SA	Bank	Local-market ETFs	https://aljaziracapital.com.sa/open-investment-account/	
Albilad Capital	SA	Bank	Local-market ETFs	https://www.albilad-capital.com/	
Yaqeen Capital	SA	Broker	Local-market ETFs	https://yaqeen.sa/en/	
Alistithmar Capital	SA	Broker	Local-market ETFs	https://icap.com.sa/new-client	https://icap.com.sa/contact-us
QNB Financial Services	QA	Bank	Local-market ETFs	https://www.qnbfs.com/	
The Group Securities	QA	Broker	Local-market ETFs	https://www.thegroup.com.qa/	
Dlala Brokerage	QA	Broker	Local-market ETFs	https://www.dlalabroker.com/en/	
Commercial Bank Financial Services	QA	Bank	Local-market ETFs	https://www.cbfs.com.qa/en-us/AOF	
Doha Bank Financial Services	QA	Bank	Local-market ETFs	https://www.dohabank.com.qa/treasury-and-investments/international-brokerage/	https://www.dohabank.com.qa/contact-us/
Qatar Securities Company	QA	Broker	Global ETFs / ETPs	https://qatar-securities.com/faq/	
Ahli Brokerage Company	QA	Bank	Global ETFs / ETPs	https://www.ahlibrokerage.com.qa/AccountOpening.aspx	https://www.ahlibrokerage.com.qa/Contactus.aspx
NBK Capital	KW	Bank	Local-market ETFs	https://brokerage.nbk.com/	
National Investments Company / NICTRADE	KW	Broker	Global ETFs / ETPs	https://www.nic.com.kw/our-services/online-trading/	
SICO	BH	Bank	Local-market ETFs	https://sicobank.com	https://sicobank.com/en/contact-us
Mubasher Capital Bahrain	BH	Broker	Global ETFs / ETPs	https://mubashercapital.com/	global@mubashercapital.com
Meitav Trade	IL	Broker	Local + US ETFs	https://www.meitav.co.il/trade/	
IBI Trade	IL	Broker	Local + US ETFs	https://www.ibi.co.il/solutions/trading/new-customers/	info@ibi.co.il
Psagot Trade	IL	Broker	Local + US ETFs	https://www.psagot.co.il/trade_heb/	Trade@psagot.co.il
Excellence Trade	IL	Broker	Local + US ETFs	https://xnes.co.il/trading	
Bank Hapoalim	IL	Bank	Local + US ETFs	https://www.bankhapoalim.co.il/he/poalim-digital/capital-market	
Bank Leumi	IL	Bank	Local + US ETFs	https://www.leumi.co.il/he/investments/leumi-trade	https://www.leumi.co.il/he/leumi-digital/Talk_to_us/Leumi_contact_us
Blink	IL	Neobroker	Local + US ETFs	https://heyblink.com	support@heyblink.com
Plus500 Israel	IL	Broker	Global ETFs / ETPs	https://www.plus500.com/	
Altshuler Shaham Trade	IL	Broker	Local + US ETFs	https://www.as-invest.co.il/trade/	
ONE ZERO Digital Bank	IL	Bank	Global ETFs / ETPs	https://www.onezerobank.com/special/5636	
Midas	TR	Neobroker	Local + US ETFs	https://www.getmidas.com/	destek@getmidas.com
İş Yatırım TradeMaster	TR	Broker	Local + US ETFs	https://www.isyatirim.com.tr/tr-tr/Sayfalar/uzaktan-musteri-olmak.aspx	bilgi@isyatirim.com.tr
Garanti BBVA Yatırım	TR	Bank	Local-market ETFs	https://www.garantibbvayatirim.com.tr/hesap-ac/yurt-ici-hesap-ac	
Gedik Yatırım	TR	Broker	Local-market ETFs	https://sozlesme.gedik.com/	
QNB Invest	TR	Broker	Local-market ETFs	https://www.qnbinvest.com.tr/invest-hesap-ac	
Ak Yatırım	TR	Broker	Local-market ETFs	https://www.akyatirim.com.tr/tr/hesap-ac	
Yapı Kredi Yatırım	TR	Bank	Local-market ETFs	https://www.ykyatirim.com.tr/	
Ziraat Yatırım	TR	Bank	Local-market ETFs	https://www.ziraatyatirim.com.tr/hesap-ac	info@ziraatyatirim.com.tr
Halk Yatırım	TR	Bank	Local-market ETFs	https://www.halkyatirim.com.tr/content/tr/musterimiz-olun	
Vakıf Yatırım	TR	Bank	Local-market ETFs	https://www.vakifyatirim.com.tr/hesap-acmak	
Deniz Yatırım	TR	Bank	Local-market ETFs	https://www.denizyatirim.com/hesap-acilis-formu	
EasyEquities	ZA	Neobroker	Local + US ETFs	https://www.easyequities.co.za/	
Swissquote South Africa	ZA	Broker	Global ETFs / ETPs	https://www.swissquote.com/	
Standard Bank Online Share Trading	ZA	Bank	Global ETFs / ETPs	https://www.standardbank.co.za/southafrica/personal/products-and-services/grow-your-money/share-trading/online-share-trading	https://www.standardbank.co.za/southafrica/personal/contact-us
FNB Share Investing	ZA	Bank	Local-market ETFs	https://www.fnb.co.za/share-investing/Self-help/share-investor.html	
Absa Stockbrokers	ZA	Bank	Local-market ETFs	https://www.absa.co.za/personal/save-invest/stockbroker-and-portfolio-management/local-and-offshore-share-trading/	equities@absa.co.za
Nedbank Online Trading	ZA	Bank	Local-market ETFs	https://onlinesharetrading.nedbank.co.za	
PSG Wealth Online	ZA	Broker	Local-market ETFs	https://www.psg.co.za/for-myself/invest	info@psgonline.co.za
Otto1890 Securities	ZA	Broker	Local-market ETFs	https://www.otto1890.com/	info@otto1890.com
Investec Online	ZA	Bank	Global ETFs / ETPs	https://www.investec.com/en_za/investment/self-managed-investing/online-stockbroking.html	
SatrixNOW	ZA	Neobroker	Local-market ETFs	https://satrix.co.za/platform	
Sharenet Securities	ZA	Broker	Global ETFs / ETPs	https://www.sharenet.co.za/securities/	support@sharenet.co.za
Bamboo	NG	Neobroker	Local + US ETFs	https://investbamboo.com/	
Trove Finance	NG	Neobroker	US ETFs / ETNs	https://trovefinance.com/	
Hisa Nigeria (formerly Chaka)	NG	Neobroker	Local + US ETFs	https://hisa.co/	
Stanbic IBTC Stockbrokers	NG	Bank	Local-market ETFs	https://www.sislbrokerage.com/IW/NewAccount/Account	
Meristem Securities / MeriTrade	NG	Broker	Local-market ETFs	https://meritrade.com/	
Vetiva Securities	NG	Broker	Local-market ETFs	https://www.vetiva.com/page/securities-brokerage-and-dealing	info@vetiva.com
CardinalStone Securities	NG	Broker	Local-market ETFs	https://cardinalstonesecurities.com/equities/	https://cardinalstonesecurities.com/contact-us/
ARM Securities	NG	Broker	Local-market ETFs	https://www.arm.com.ng/securities/	https://www.arm.com.ng/securities/contact-us/
Investment One Stockbrokers	NG	Broker	Local-market ETFs	https://www.investment-one.com/new-account/	
United Capital Securities	NG	Broker	Local-market ETFs	https://unitedcapitalplcgroup.com/securities/	https://unitedcapitalplcgroup.com/contact-us/
Hisa	KE	Neobroker	Local + US ETFs	https://hisa.co/	
Standard Investment Bank	KE	Broker	Local-market ETFs	https://sib.co.ke/	https://sib.co.ke/contactus/
AIB-AXYS Africa	KE	Broker	Global ETFs / ETPs	https://ww2.aib-axysafrica.com/	info@aib-axysafrica.com
Dyer & Blair Investment Bank	KE	Broker	Local-market ETFs	https://dyerandblair.com/	shares@dyerandblair.com
Genghis Capital	KE	Broker	Local-market ETFs	https://genghis-capital.com/index.php/service/securities-trading/	info@genghis-capital.com
Faida Investment Bank	KE	Broker	Local-market ETFs	https://fib.co.ke/online-trading/	info@fib.co.ke
Kingdom Securities	KE	Broker	Local-market ETFs	https://kingdomsecurities.co.ke	https://kingdomsecurities.co.ke/contact-us/
ABSA Securities Kenya	KE	Broker	Local-market ETFs	https://www.absabank.co.ke/absa-securities-limited/	ASL.KE@absa.africa
Sterling Capital	KE	Broker	Local-market ETFs	https://sterlingib.co.ke/	
Thndr	EG	Neobroker	Local + US ETFs	https://thndr.app/	
EFG Hermes ONE	EG	Broker	Local-market ETFs	https://www.efghermesone.com/openaccount	efg-hermescallcenter@efg-hermes.com
CI Capital	EG	Broker	Local-market ETFs	https://www.cicapital.com/business_lines/securities-brokerage/	https://www.cicapital.com/contact-us-2/
Beltone Securities	EG	Broker	Local-market ETFs	https://www.beltonetrade.com/	retailcenter@beltoneholding.com
Mubasher Trade Egypt	EG	Broker	Local-market ETFs	https://egypt.mubashertrade.com/	https://egypt.mubashertrade.com/contact-us/
Naeem Brokerage	EG	Broker	Local-market ETFs	https://egy.naeemonline.com/	
Al Ahly Pharos	EG	Broker	Local-market ETFs	https://pharoslive.com/	
Prime Holding	EG	Broker	Local-market ETFs	https://primeholdingco.com/securities-brokerage/	info@primegroup.org
